intent,category,question,answer
product_availability,Products,Can I get this in a different size?,Let us check current stock for you — please share the product name or picture and the size/color you want.
order_status,Orders,Has my order been shipped?,Let us check for you — please share your order number or the phone number used to place the order so we can track its current status.
international_shipping,Delivery,Do you ship internationally?,At the moment we only deliver within Kenya. We're working on international shipping for the future — stay tuned!
return_policy,Returns,"Karibu, mimi ni customer, What is your return policy naomba kujua?","You can return or exchange an item within 3 days of delivery, as long as it's unused and in original packaging. Just message us with your order number."
legitimacy_scam_concern,General,Mko registered kihalali asante?,"Yes, we're a registered small business that's been operating since 2021. You can pay via M-Pesa till (safer than sending to a personal number) or cash on delivery."
damaged_in_transit,Returns,"Boss, It arrived broken, what do I do asante?",We're sorry to hear that! Please send a photo of the damaged item and your order number — we'll replace it or refund you right away.
contact_human,General,"Naomba msaada wa mtu, sio bot","Of course! You can reach our customer care team directly on 0712 345 678 (call or WhatsApp), available 8am-7pm daily."
restock_notification,Products,"Karibu, mimi ni customer, Can you tell me when it's restocked please?",We restock popular items every 1-2 weeks. Message us the item name and we'll notify you as soon as it's back.
complaint_escalation,General,"Excuse me, I'm not happy with how this was handled sasa?","We're sorry for any inconvenience. Please describe the issue and your order number here, and our team lead will personally follow up within a day."
delivery_time,Delivery,"Hi, When will my parcel arrive naomba msaada?","Within Nairobi, delivery usually takes 1-2 days via boda. Outside Nairobi, it takes 2-4 days depending on the courier (e.g. Wells Fargo, G4S)."
courier_tracking_number,Delivery,Can you give me a tracking number je?,We'll share your courier's tracking number (e.g. G4S or Wells Fargo) via WhatsApp as soon as your order is dispatched.
contact_human,General,"Samahani, Naomba nizungumze na mtu wa kweli je?","Of course! You can reach our customer care team directly on 0712 345 678 (call or WhatsApp), available 8am-7pm daily."
product_care_instructions,Products,"Msee, Utunzaji wa hii bidhaa ni aje tafadhali?",Care instructions vary by product — we'll include a care label or send you specific washing/handling tips with your order.
location_directions,General,"Msee, Send me your location please tafadhali?","We're located in Nairobi CBD, along Moi Avenue, 2nd floor Duka Fresh House. Message us for exact directions or a Google Maps pin."
refund_status,Returns,"Excuse me, Has my refund been processed?","Refunds are processed within 24-48 hours back to the M-Pesa number used for payment. If it's been longer, please share your order number so we can check."
cancel_order,Orders,"Hey, Can I cancel this order asante?","No problem — if your order hasn't been dispatched yet, we can cancel it and refund via M-Pesa. Please share your order number to proceed."
return_policy,Returns,Naeza change size ya item?,"You can return or exchange an item within 3 days of delivery, as long as it's unused and in original packaging. Just message us with your order number."
refund_status,Returns,"Poa, Umeprocess refund yangu asante?","Refunds are processed within 24-48 hours back to the M-Pesa number used for payment. If it's been longer, please share your order number so we can check."
installment_payment,Payments,"Karibu, mimi ni customer, Naomba nilipe kidogo kidogo?",We currently don't offer installment payments — full payment is required upfront via M-Pesa or on delivery within Nairobi.
wholesale_reseller,Products,Naeza pata bei ya wholesale?,"Yes, we supply wholesale for resellers and shopkeepers. Message us the quantity you need and we'll send you wholesale pricing."
contact_human,General,Naeza ongea na mtu?,"Of course! You can reach our customer care team directly on 0712 345 678 (call or WhatsApp), available 8am-7pm daily."
international_shipping,Delivery,"Hello, Do you ship outside Kenya nisaidie?",At the moment we only deliver within Kenya. We're working on international shipping for the future — stay tuned!
wrong_item,Returns,This is not what I ordered basi?,"Sorry about that! Please send us a photo of the item you received along with your order number, and we'll arrange a replacement or refund."
social_media_catalog,General,"Samahani, Mko na Instagram au TikTok?","You can browse our full catalog on our Instagram and TikTok pages @dukafresh, or ask us here and we'll send you photos directly."
return_policy,Returns,"Niaje, What if the item doesn't fit je?","You can return or exchange an item within 3 days of delivery, as long as it's unused and in original packaging. Just message us with your order number."
wholesale_reseller,Products,"Poa, Bei ya jumla ni ngapi ukichukua zaidi ya 20 asante?","Yes, we supply wholesale for resellers and shopkeepers. Message us the quantity you need and we'll send you wholesale pricing."
cancel_order,Orders,"Nimebadili mawazo, cancel order","No problem — if your order hasn't been dispatched yet, we can cancel it and refund via M-Pesa. Please share your order number to proceed."
minimum_order,Orders,"Poa, Can I order just one item naomba kujua?","No minimum order — you can buy just one item if you like, though delivery fees apply per order regardless of size."
product_availability,Products,"Karibu, mimi ni customer, Mnayo hii kwa size medium naomba kujua?",Let us check current stock for you — please share the product name or picture and the size/color you want.
order_status,Orders,What's the status of my order?,Let us check for you — please share your order number or the phone number used to place the order so we can track its current status.
restock_notification,Products,Mtapata stock tena lini tafadhali?,We restock popular items every 1-2 weeks. Message us the item name and we'll notify you as soon as it's back.
receipt_request,Payments,"Hey, Can you email me a receipt asante?",Of course — we send an e-receipt via WhatsApp once payment is confirmed. Let us know if you need it for business/accounting purposes.
gift_wrapping,Products,"Hello, Do you offer gift packaging asante?",Yes! Just mention it's a gift when ordering and we'll wrap it nicely at no extra cost.
cancel_order,Orders,"Msee, Can I cancel this order basi?","No problem — if your order hasn't been dispatched yet, we can cancel it and refund via M-Pesa. Please share your order number to proceed."
minimum_order,Orders,"Niaje, Do I have to buy a certain quantity naomba msaada?","No minimum order — you can buy just one item if you like, though delivery fees apply per order regardless of size."
combine_orders,Orders,"Hello, Can I combine two orders into one delivery?","Yes, just let us know both order numbers before dispatch and we'll combine them into a single delivery to save on shipping."
cancel_order,Orders,Please cancel my purchase,"No problem — if your order hasn't been dispatched yet, we can cancel it and refund via M-Pesa. Please share your order number to proceed."
product_availability,Products,"Poa, Do you have more colors nisaidie?",Let us check current stock for you — please share the product name or picture and the size/color you want.
opening_hours,General,"Naomba kuuliza, What are your working hours tafadhali?","We're open Monday-Saturday, 8am-7pm, and Sundays 10am-4pm. We're closed on major public holidays."
